Scenario;Desired Given DNF;Shared Given DNF;Penality Given;Global Similarity Given;Final Similarity Given;Desired When DNF;Shared When DNF;Penality When;Global Similarity When;Final Similarity When;Desired Then DNF;Shared Then DNF;Penality Then;Global Similarity Then;Final Similarity Then;Scenario Similarity;Action
Candidate_18;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 0 AND source_distance <= 0;0,0;0,35;0,35;0,7833333333333333;behavior_18
Candidate_14;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 0 AND source_distance >= 25;0,0;0,35;0,35;0,7833333333333333;behavior_14
Candidate_17;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 0 AND source_distance >= 100;0,0;0,35;0,35;0,7833333333333333;behavior_17
Candidate_16;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 0 AND source_distance >= 75;0,0;0,35;0,35;0,7833333333333333;behavior_16
Candidate_15;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 0 AND source_distance >= 50;0,0;0,35;0,35;0,7833333333333333;behavior_15
Candidate_118;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance <= 25;0,0;0,245;0,245;0,7483333333333334;behavior_118
Candidate_119;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance <= 50;0,0;0,23500000000000001;0,23500000000000001;0,745;behavior_119
Candidate_120;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance <= 75;0,0;0,231665;0,231665;0,7438883333333334;behavior_120
Candidate_112;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance >= 0;0,0;0,23;0,23;0,7433333333333333;behavior_112
Candidate_121;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance <= 100;0,0;0,23;0,23;0,7433333333333333;behavior_121
Candidate_117;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance <= 0;0,0;0,225;0,225;0,7416666666666667;behavior_117
Candidate_113;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance >= 25;0,0;0,225;0,225;0,7416666666666667;behavior_113
Candidate_114;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance >= 50;0,0;0,225;0,225;0,7416666666666667;behavior_114
Candidate_115;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance >= 75;0,0;0,225;0,225;0,7416666666666667;behavior_115
Candidate_116;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height <= 75 AND source_distance >= 100;0,0;0,225;0,225;0,7416666666666667;behavior_116
Candidate_52;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance <= 25;0,0;0,19857;0,19857;0,7328566666666667;behavior_52
Candidate_53;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance <= 50;0,0;0,18857000000000002;0,18857000000000002;0,7295233333333333;behavior_53
Candidate_54;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance <= 75;0,0;0,185235;0,185235;0,7284116666666667;behavior_54
Candidate_55;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance <= 100;0,0;0,18357;0,18357;0,7278566666666667;behavior_55
Candidate_46;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance >= 0;0,0;0,18357;0,18357;0,7278566666666667;behavior_46
Candidate_49;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance >= 75;0,0;0,17857;0,17857;0,72619;behavior_49
Candidate_50;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance >= 100;0,0;0,17857;0,17857;0,72619;behavior_50
Candidate_47;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance >= 25;0,0;0,17857;0,17857;0,72619;behavior_47
Candidate_48;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance >= 50;0,0;0,17857;0,17857;0,72619;behavior_48
Candidate_51;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0,0;1,0;1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 75 AND source_distance <= 0;0,0;0,17857;0,17857;0,72619;behavior_51
