desired_scenario;cadidate_scenario;Desired Given DNF;Shared Given DNF;Penality Given;Global Similarity Given;Final Similarity Given;Desired When DNF;Shared When DNF;Penality When;Global Similarity When;Final Similarity When;Desired Then DNF;Shared Then DNF;Penality Then;Global Similarity Then;Final Similarity Then;Scenario Similarity;Action
Candidate_38;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND b2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_39;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND b2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_40;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND b2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_41;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_42;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_43;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_44;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND a2 > 10 AND b2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_45;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND a2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_46;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND a2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_47;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND a2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_48;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND b2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_49;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND b2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_50;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND b2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_51;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_52;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_53;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;source_distance == 0 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.05938697318007665;behavior_1
Candidate_54;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;a2 > 10 AND b2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_55;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;a2 > 10 AND b2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_56;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;a2 > 10 AND b2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_57;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;a2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
