desired_scenario;cadidate_scenario;Desired Given DNF;Shared Given DNF;Penality Given;Global Similarity Given;Final Similarity Given;Desired When DNF;Shared When DNF;Penality When;Global Similarity When;Final Similarity When;Desired Then DNF;Shared Then DNF;Penality Then;Global Similarity Then;Final Similarity Then;Scenario Similarity;Action
Desired_7334;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND b2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7335;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND b2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7336;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7337;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7338;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7339;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7340;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7341;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7342;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7343;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7344;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND b2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7345;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND b2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7346;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND b2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7347;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.574468085106383;1.0;0.42553191489361697;0.6973995271867611;behavior_1
Desired_7348;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7349;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7350;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10 AND b2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7351;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7352;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7353;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7354;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7355;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND a2 > 10 AND b2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7356;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND a2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7357;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.7872340425531914;1.0;0.2127659574468086;0.6264775413711584;behavior_1
Desired_7358;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7359;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.6428571428571428;1.0;0.3571428571428572;0.6746031746031745;behavior_1
Desired_7360;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6428571428571428;1.0;0.3571428571428572;0.6746031746031745;behavior_1
Desired_7361;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6428571428571428;1.0;0.3571428571428572;0.6746031746031745;behavior_1
Desired_7362;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6428571428571428;1.0;0.3571428571428572;0.6746031746031745;behavior_1
Desired_7363;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6428571428571428;1.0;0.3571428571428572;0.6746031746031745;behavior_1
Desired_7364;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.8214285714285714;1.0;0.1785714285714286;0.615079365079365;behavior_1
Desired_7365;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.8214285714285714;1.0;0.1785714285714286;0.615079365079365;behavior_1
Desired_7366;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND a1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10 AND c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.6923076923076923;1.0;0.3076923076923077;0.6581196581196581;behavior_1
Desired_7367;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30;height >= 30 AND source_distance == 0;0.09090909090909094;1.0;0.9090909090909091;0.8585858585858586;behavior_1
Desired_7368;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0;height >= 30 AND source_distance == 0;0.09090909090909094;1.0;0.9090909090909091;0.8585858585858586;behavior_1
Desired_7369;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7370;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;b2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7371;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;c2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7372;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7373;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7374;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0.0;1.0;1.0;0.8888888888888888;behavior_1
Desired_7375;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7376;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND b2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7377;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND c2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7378;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND d2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7379;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND e2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7380;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND a2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7381;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND b2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7382;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND c2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7383;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND d2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7384;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;source_distance == 0 AND e2 > 10;height >= 30 AND source_distance == 0;0.5;1.0;0.5;0.7222222222222222;behavior_1
Desired_7385;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND b2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7386;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7387;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7388;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;a2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7389;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;b2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7390;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;b2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7391;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;b2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7392;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7393;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7394;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;0.22222222222222218;behavior_1
Desired_7395;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND a2 > 10;height >= 30 AND source_distance == 0;0.31034482758620685;1.0;0.6896551724137931;0.7854406130268199;behavior_1
Desired_7396;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND b2 > 10;height >= 30 AND source_distance == 0;0.31034482758620685;1.0;0.6896551724137931;0.7854406130268199;behavior_1
Desired_7397;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND c2 > 10;height >= 30 AND source_distance == 0;0.31034482758620685;1.0;0.6896551724137931;0.7854406130268199;behavior_1
Desired_7398;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND d2 > 10;height >= 30 AND source_distance == 0;0.31034482758620685;1.0;0.6896551724137931;0.7854406130268199;behavior_1
Desired_7399;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND source_distance == 0 AND e2 > 10;height >= 30 AND source_distance == 0;0.31034482758620685;1.0;0.6896551724137931;0.7854406130268199;behavior_1
Desired_7400;cadidate_1;satellite_count >= 7 AND wind_speed <= 36 AND b1 > 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.33333333333333337;1.0;0.6666666666666666;takeoff == 1;takeoff == 1;0.0;1.0;1.0;height >= 30 AND a2 > 10 AND b2 > 10;height >= 30 AND source_distance == 0;0.6551724137931034;1.0;0.3448275862068966;0.6704980842911876;behavior_1
