Scenario;Desired Given DNF;Shared Given DNF;Penality Given;Global Similarity Given;Final Similarity Given;Desired When DNF;Shared When DNF;Penality When;Global Similarity When;Final Similarity When;Desired Then DNF;Shared Then DNF;Penality Then;Global Similarity Then;Final Similarity Then;Scenario Similarity;Action
Candidate_20;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND wind_speed <= 36 AND b > 10;0,33333333333333337;1,0;0,6666666666666666;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,8888888888888888;behavior_20
Candidate_19;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND wind_speed <= 36 AND a > 10;0,33333333333333337;1,0;0,6666666666666666;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,8888888888888888;behavior_19
Candidate_17;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND a > 10;0,33333333333333337;1,0;0,6666666666666666;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,8888888888888888;behavior_17
Candidate_30;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;satellite_count >= 7 AND wind_speed <= 36 AND a > 10 AND b > 10;0,3548387096774194;1,0;0,6451612903225806;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,8817204301075269;behavior_30
Candidate_29;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND wind_speed <= 36 AND a > 10 AND b > 10;0,3548387096774194;1,0;0,6451612903225806;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,8817204301075269;behavior_29
Candidate_28;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10;0,3548387096774194;1,0;0,6451612903225806;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,8817204301075269;behavior_28
Candidate_3;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;wind_speed <= 36;0,6428571428571428;1,0;0,3571428571428572;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7857142857142857;behavior_3
Candidate_1;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10;0,6428571428571428;1,0;0,3571428571428572;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7857142857142857;behavior_1
Candidate_2;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;satellite_count >= 7;0,6428571428571428;1,0;0,3571428571428572;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7857142857142857;behavior_2
Candidate_14;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;wind_speed <= 36 AND b > 10;0,6551724137931034;1,0;0,3448275862068966;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7816091954022989;behavior_14
Candidate_13;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;wind_speed <= 36 AND a > 10;0,6551724137931034;1,0;0,3448275862068966;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7816091954022989;behavior_13
Candidate_12;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;satellite_count >= 7 AND b > 10;0,6551724137931034;1,0;0,3448275862068966;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7816091954022989;behavior_12
Candidate_11;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;satellite_count >= 7 AND a > 10;0,6551724137931034;1,0;0,3448275862068966;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7816091954022989;behavior_11
Candidate_9;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND b > 10;0,6551724137931034;1,0;0,3448275862068966;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7816091954022989;behavior_9
Candidate_8;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND a > 10;0,6551724137931034;1,0;0,3448275862068966;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7816091954022989;behavior_8
Candidate_21;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;battery >= 10 AND a > 10 AND b > 10;0,6666666666666667;1,0;0,33333333333333326;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7777777777777777;behavior_21
Candidate_24;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;satellite_count >= 7 AND a > 10 AND b > 10;0,6666666666666667;1,0;0,33333333333333326;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7777777777777777;behavior_24
Candidate_25;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;wind_speed <= 36 AND a > 10 AND b > 10;0,6666666666666667;1,0;0,33333333333333326;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,7777777777777777;behavior_25
Candidate_15;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;a > 10 AND b > 10;1,0;0,0;-1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,3333333333333333;behavior_15
Candidate_4;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;a > 10;1,0;0,0;-1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,3333333333333333;behavior_4
Candidate_5;battery > 10 AND satellite_count > 7 AND wind_speed <= 36;b > 10;1,0;0,0;-1,0;takeoff == 1;takeoff == 1;0,0;1,0;1,0;height > 30 AND source_distance == 0;height >= 30 AND source_distance == 0;0,0;1,0;1,0;0,3333333333333333;behavior_5
