time,action,target_distance,origin_distance,velocity.north,velocity.east,velocity.down,battery,current_lat,current_lon,current_alt,origin_lat,origin_lon,origin_alt,target_lat,target_lon,target_alt,onWater,bad_connection,is_armed,obstacle,goals,scenario_name
03:02:35,,,,,,,,,,,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,,False,False,,
03:02:36,,123.25677039602051,0.09150531257366874,0.0,-0.04999999701976776,-0.029999999329447746,100.0,-3.7864657,-38.5530568,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,False,False,,
03:02:37,,123.26147301438942,0.09928212143150372,0.0,-0.04999999701976776,-0.029999999329447746,100.0,-3.7864655,-38.5530568,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,False,False,,
03:02:38,,123.26906746242098,0.0701876984292944,0.0,-0.04999999701976776,-0.029999999329447746,100.0,-3.7864660999999997,-38.553056999999995,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,False,False,,
03:02:39,,123.2233395828904,0.11585844117299027,0.0,-0.04999999701976776,-0.029999999329447746,100.0,-3.7864660999999997,-38.5530566,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,False,False,,
03:02:40,,123.2233395828904,0.11585844117299027,0.0,-0.04999999701976776,-0.029999999329447746,100.0,-3.7864662,-38.5530566,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,Arm
03:02:41,,123.18085977504283,0.1679075660429296,0.0,-0.04999999701976776,-0.029999999329447746,100.0,-3.7864657,-38.5530561,0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
03:02:42,,123.22045047848187,0.14428458027328145,0.0,-0.03999999910593033,-0.029999999329447746,100.0,-3.7864654,-38.5530565,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
03:02:43,,123.24449214905357,0.12946637618160584,0.0,-0.03999999910593033,-0.029999999329447746,98.0,-3.7864652999999997,-38.5530565,-0.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
03:02:44,,123.19843432283746,0.1578311275554623,0.0,-0.03999999910593033,-0.029999999329447746,98.0,-3.786467,-38.5530565,1.0,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
03:02:45,,123.17823283047147,0.19652645862564194,0.0,-0.03999999910593033,-0.029999999329447746,95.0,-3.7864671999999997,-38.553056399999996,2.9,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
03:02:46,,123.18700274861881,0.15533307765612783,0.0,-0.03999999910593033,-0.029999999329447746,95.0,-3.7864657,-38.5530562,3.8,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
03:02:47,,123.19640911760686,0.1615755392905393,0.0,-0.029999999329447746,-0.029999999329447746,92.0,-3.7864655,-38.5530562,4.1,-3.7864658999999996,-38.553057599999995,-0.06000000238418579,-3.7867,-38.551971,5,,False,True,False,,TakeOff
