time,action,target_distance,origin_distance,velocity.north,velocity.east,velocity.down,battery,current_lat,current_lon,current_alt,origin_lat,origin_lon,origin_alt,target_lat,target_lon,target_alt,onWater,bad_connection,is_armed,obstacle,goals
16:45:51,,,,,,,,,,,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,False,False,
16:45:52,,123.28786696040422,0.04712454949452305,0.019999999552965164,-0.029999999329447746,-0.019999999552965164,,-3.7864652999999997,-38.553056999999995,0.1,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,False,False,
16:45:53,,123.32039853931818,0.07446159146938229,0.019999999552965164,-0.029999999329447746,-0.019999999552965164,100.0,-3.7864652999999997,-38.5530573,0.1,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,False,False,
16:45:54,,123.30014887534617,0.09558300230873278,0.019999999552965164,-0.029999999329447746,-0.019999999552965164,100.0,-3.7864657,-38.5530572,0.1,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,False,False,
16:45:55,,123.30484983935034,0.07854091620256215,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,100.0,-3.7864655,-38.5530572,-0.0,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,False,False,
16:45:56,Arm,123.31569415742875,0.08673418287030504,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,100.0,-3.7864655999999997,-38.5530573,0.0,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,False,False,
16:45:57,TakeOff,123.28695493679355,0.09941238322371655,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,99.0,-3.7864658999999996,-38.5530572,0.1,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:45:58,TakeOff,123.32564080104027,0.14227776222137714,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,99.0,-3.786466,-38.5530575,-0.0,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:45:59,TakeOff,123.32564080104027,0.14227776222137714,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,99.0,-3.7864658999999996,-38.553057599999995,-0.1,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:00,TakeOff,123.27702319100324,0.04006499322435331,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,97.0,-3.7864652999999997,-38.5530568,1.0,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:01,TakeOff,123.17472150974538,0.09551528282193857,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,97.0,-3.7864655,-38.553056,3.5,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:02,TakeOff,123.30955463495874,0.06473318811551555,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,93.0,-3.7864652,-38.5530574,6.2,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:03,TakeOff,123.36142276032527,0.11953526774294079,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,93.0,-3.7864654,-38.5530577,7.8,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:04,TakeOff,123.37554817594376,0.11315901570708882,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,90.0,-3.7864647,-38.5530577,8.6,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:05,TakeOff,123.31049056053328,0.049641060763478885,0.029999999329447746,-0.03999999910593033,-0.029999999329447746,90.0,-3.7864649999999997,-38.5530572,8.9,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:06,TakeOff,123.34066191608267,0.07845848867209583,0.029999999329447746,-0.029999999329447746,-0.029999999329447746,87.0,-3.7864649,-38.5530574,9.2,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:07,TakeOff,123.33217625309094,0.07018769850952271,0.03999999910593033,-0.029999999329447746,-0.029999999329447746,87.0,-3.7864649,-38.5530571,9.3,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:08,TakeOff,123.25062891966108,0.05559746333005067,0.03999999910593033,-0.029999999329447746,-0.029999999329447746,83.0,-3.7864655,-38.5530565,9.4,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:09,TakeOff,123.22516050326196,0.04003133314071601,0.03999999910593033,-0.029999999329447746,-0.029999999329447746,83.0,-3.7864649,-38.5530565,9.4,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:10,TakeOff,123.2902212089724,0.0400313324852001,0.03999999910593033,-0.029999999329447746,-0.029999999329447746,80.0,-3.7864655,-38.553056999999995,9.5,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
16:46:11,Flying,122.92875323671362,0.37823472589837664,0.03999999910593033,-0.029999999329447746,-0.029999999329447746,80.0,-3.7864682999999997,-38.553050299999995,9.5,-3.7864649999999997,-38.5530567,0.014000000432133675,-3.7867,-38.551971,10,False,False,True,False,
