time,action,target_distance,origin_distance,velocity.north,velocity.east,velocity.down,battery,current_lat,current_lon,current_alt,origin_lat,origin_lon,origin_alt,target_lat,target_lon,target_alt,onWater,bad_connection,is_armed,goals,scenario_name
00:06:30,,,,,,,,,,,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,,False,,
00:06:31,,123.19992781393472,0.03141636664230526,-0.029999999329447746,0.04999999701976776,-0.04999999701976776,,-3.7864671999999997,-38.5530566,0.1,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,,False,,
00:06:32,,123.2324706199553,0.05976763447184074,-0.029999999329447746,0.04999999701976776,-0.04999999701976776,,-3.7864671999999997,-38.5530569,0.1,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,False,,
00:06:33,,123.25266821579855,0.07018769836365303,-0.029999999329447746,0.04999999701976776,-0.04999999701976776,100.0,-3.7864668,-38.553056999999995,0.0,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,False,,
00:06:34,,123.28372568155555,0.11103964205305027,-0.029999999329447746,0.04999999701976776,-0.05999999865889549,100.0,-3.7864663,-38.5530572,-0.0,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,False,,
00:06:35,,123.2596907128503,0.0867341827817737,-0.029999999329447746,0.04999999701976776,-0.05999999865889549,100.0,-3.7864665,-38.5530571,0.0,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,False,,Arm
00:06:36,,123.3115818621245,0.12989943181349078,-0.029999999329447746,0.04999999701976776,-0.05999999865889549,100.0,-3.7864666,-38.5530575,-0.1,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:37,,123.29605612661447,0.11315901622875282,-0.029999999329447746,0.04999999701976776,-0.05999999865889549,99.0,-3.7864668,-38.5530574,0.0,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:38,,123.28138334414344,0.10473646840409535,-0.029999999329447746,0.04999999701976776,-0.05999999865889549,99.0,-3.7864665,-38.5530571,-0.0,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:39,,123.24592588752326,0.14833617885124584,-0.03999999910593033,0.04999999701976776,-0.05999999865889549,96.0,-3.7864658999999996,-38.5530568,0.9,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:40,,123.27756751219395,0.11809001143540343,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,96.0,-3.7864663,-38.5530569,2.7,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:41,,123.22099409075098,0.08093780555794412,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,93.0,-3.7864662,-38.5530568,3.5,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:42,,123.35964984323095,0.1793029020785088,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,93.0,-3.7864666,-38.553058,3.9,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:43,,123.29138090148847,0.11095219908581398,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,90.0,-3.786467,-38.5530571,4.2,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:44,,123.21484078766183,0.100688611072734,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,90.0,-3.786466,-38.5530563,4.4,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:45,,123.21396336732856,0.049706191793906444,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,87.0,-3.7864665,-38.5530567,4.4,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:46,,123.21484078766183,0.100688611072734,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,87.0,-3.7864662,-38.5530566,4.5,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,TakeOff
00:06:47,,122.98766886452317,0.1997139574084298,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,83.0,-3.7864679999999997,-38.5530517,4.5,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,Flying
00:06:48,,120.20767869540535,2.9752413006872023,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,83.0,-3.7864742,-38.553021199999996,4.6,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,Flying
00:06:49,,115.52056254715536,7.662485065498087,-0.03999999910593033,0.03999999910593033,-0.05999999865889549,80.0,-3.7864837999999996,-38.5529777,4.6,-3.786467,-38.553056399999996,0.11900000274181366,-3.7867,-38.551971,5,,False,True,,Flying
