time,action,target_distance,origin_distance,velocity.north,velocity.east,velocity.down,battery,current_lat,current_lon,current_alt,origin_lat,origin_lon,origin_alt,target_lat,target_lon,target_alt,onWater,bad_connection,is_armed,goals,scenario_name
02:50:16,,,,,,,,,,,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,,False,,
02:50:17,,123.3350325866315,0.024820530023201195,-0.009999999776482582,-0.04999999701976776,-0.04999999701976776,100.0,-3.7864655999999997,-38.5530575,0.0,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,False,,
02:50:18,,123.25353133464631,0.11103964145055815,-0.009999999776482582,-0.04999999701976776,-0.04999999701976776,100.0,-3.7864663999999997,-38.5530569,0.0,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,False,,
02:50:19,,123.22715209907415,0.14220952791019492,-0.009999999776482582,-0.04999999701976776,-0.04999999701976776,100.0,-3.7864665,-38.5530567,0.1,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,False,,
02:50:20,,123.23799825958842,0.13373322561634002,-0.009999999776482582,-0.04999999701976776,-0.04999999701976776,100.0,-3.7864665,-38.5530569,0.0,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,False,,
02:50:21,,123.21953697874724,0.13498716473090808,-0.009999999776482582,-0.04999999701976776,-0.04999999701976776,100.0,-3.7864658999999996,-38.5530565,0.0,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,False,,Arm
02:50:22,,123.20725298869017,0.15691697645533517,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,100.0,-3.7864655,-38.5530563,0.1,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:23,,123.19170401555755,0.16642829769609174,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,100.0,-3.7864657,-38.5530562,-0.0,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:24,,123.16766405234685,0.18894621278486898,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,98.0,-3.7864657999999998,-38.5530561,-0.0,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:25,,123.21953697874724,0.13498716473090808,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,98.0,-3.7864657999999998,-38.5530565,0.9,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:26,,123.23978486963813,0.12405702248246778,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,95.0,-3.7864655,-38.5530566,2.9,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:27,,123.3142632617224,0.08676836867706905,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,95.0,-3.7864651,-38.5530572,3.8,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:28,,123.17943127553019,0.19379194540984085,-0.009999999776482582,-0.03999999910593033,-0.04999999701976776,92.0,-3.7864654,-38.5530559,4.2,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:29,,123.13042969413661,0.22439774823437086,-0.019999999552965164,-0.03999999910593033,-0.04999999701976776,92.0,-3.7864658999999996,-38.553055799999996,4.5,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,TakeOff
02:50:30,,122.78629300692934,0.5680850087168552,-0.019999999552965164,-0.03999999910593033,-0.04999999701976776,88.0,-3.7864674999999997,-38.5530501,4.7,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
02:50:31,,119.93125083516651,3.423201413064095,-0.019999999552965164,-0.03999999910593033,-0.04999999701976776,88.0,-3.7864736,-38.5530194,4.7,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
02:50:32,,115.0829716260267,8.271714214372343,-0.019999999552965164,-0.03999999910593033,-0.03999999910593033,85.0,-3.7864828,-38.5529766,4.8,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
02:50:33,,110.50868324065998,12.84574059612651,-0.019999999552965164,-0.03999999910593033,-0.03999999910593033,85.0,-3.7864923,-38.5529362,4.8,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
02:50:34,,105.79052041495132,17.563860866501884,-0.019999999552965164,-0.03999999910593033,-0.03999999910593033,82.0,-3.7865013999999997,-38.552892799999995,4.9,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
02:50:35,,100.87390836732908,22.48047874206421,-0.019999999552965164,-0.029999999329447746,-0.03999999910593033,82.0,-3.7865105,-38.5528498,4.8,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
02:50:36,,95.98223396970003,27.372164722190593,-0.019999999552965164,-0.029999999329447746,-0.03999999910593033,78.0,-3.7865199,-38.5528054,4.8,-3.7864657,-38.5530577,0.06800000369548798,-3.7867,-38.551971,5,,False,True,,Flying
